,tenure,tenure_group
4772,69,61-80
4773,44,41-60
4774,53,41-60
4775,24,21-40
4776,5,0-20
4777,2,0-20
4778,62,61-80
4779,19,0-20
4780,9,0-20
4781,53,41-60
4782,5,0-20
4783,71,61-80
4784,1,0-20
4785,18,0-20
4786,72,61-80
4787,4,0-20
4788,59,41-60
4789,1,0-20
4790,31,21-40
4791,3,0-20
4792,65,61-80
4793,49,41-60
4794,2,0-20
4795,53,41-60
4796,55,41-60
4797,72,61-80
4798,36,21-40
4799,10,0-20
4800,1,0-20
4801,72,61-80
4802,28,21-40
4803,38,21-40
4804,61,61-80
4805,52,41-60
4806,67,61-80
4807,34,21-40
4808,54,41-60
4809,1,0-20
4810,15,0-20
4811,4,0-20
4812,9,0-20
4813,46,41-60
4814,22,21-40
4815,38,21-40
4816,55,41-60
4817,1,0-20
4818,64,61-80
4819,53,41-60
4820,58,41-60
4821,56,41-60
4822,72,61-80
4823,1,0-20
4824,72,61-80
4825,22,21-40
4826,8,0-20
4827,16,0-20
4828,39,21-40
4829,12,0-20
4830,54,41-60
4831,18,0-20
4832,32,21-40
4833,41,41-60
4834,67,61-80
4835,65,61-80
4836,25,21-40
4837,1,0-20
4838,67,61-80
4839,7,0-20
4840,43,41-60
4841,24,21-40
4842,9,0-20
4843,69,61-80
4844,37,21-40
4845,20,0-20
4846,7,0-20
4847,37,21-40
4848,5,0-20
4849,41,41-60
4850,54,41-60
4851,3,0-20
4852,69,61-80
4853,53,41-60
4854,18,0-20
4855,64,61-80
4856,31,21-40
4857,20,0-20
4858,57,41-60
4859,63,61-80
4860,13,0-20
4861,48,41-60
4862,2,0-20
4863,57,41-60
4864,71,61-80
4865,7,0-20
4866,16,0-20
4867,34,21-40
4868,37,21-40
4869,16,0-20
4870,48,41-60
4871,58,41-60
4872,72,61-80
4873,7,0-20
4874,38,21-40
4875,48,41-60
4876,10,0-20
4877,30,21-40
4878,31,21-40
4879,46,41-60
4880,50,41-60
4881,28,21-40
4882,66,61-80
4883,8,0-20
4884,41,41-60
4885,72,61-80
4886,7,0-20
4887,38,21-40
4888,44,41-60
4889,47,41-60
4890,53,41-60
4891,4,0-20
4892,20,0-20
4893,2,0-20
4894,57,41-60
4895,44,41-60
4896,24,21-40
4897,15,0-20
4898,3,0-20
4899,4,0-20
4900,37,21-40
4901,1,0-20
4902,24,21-40
4903,5,0-20
4904,33,21-40
4905,58,41-60
4906,72,61-80
4907,71,61-80
4908,28,21-40
4909,51,41-60
4910,30,21-40
4911,72,61-80
4912,36,21-40
4913,14,0-20
4914,72,61-80
4915,22,21-40
4916,2,0-20
4917,15,0-20
4918,51,41-60
4919,70,61-80
4920,71,61-80
4921,39,21-40
4922,61,61-80
4923,52,41-60
4924,1,0-20
4925,64,61-80
4926,62,61-80
4927,30,21-40
4928,4,0-20
4929,63,61-80
4930,1,0-20
4931,15,0-20
4932,27,21-40
4933,4,0-20
4934,72,61-80
4935,45,41-60
4936,45,41-60
4937,36,21-40
4938,17,0-20
4939,1,0-20
4940,16,0-20
4941,3,0-20
4942,4,0-20
4943,71,61-80
4944,10,0-20
4945,20,0-20
4946,4,0-20
4947,26,21-40
4948,4,0-20
4949,5,0-20
4950,4,0-20
4951,29,21-40
4952,2,0-20
4953,29,21-40
4954,1,0-20
4955,1,0-20
4956,8,0-20
4957,13,0-20
4958,59,41-60
4959,1,0-20
4960,50,41-60
4961,18,0-20
4962,17,0-20
4963,47,41-60
4964,26,21-40
4965,6,0-20
4966,19,0-20
4967,3,0-20
4968,68,61-80
4969,2,0-20
4970,7,0-20
4971,18,0-20
4972,71,61-80
4973,13,0-20
4974,3,0-20
4975,72,61-80
4976,66,61-80
4977,24,21-40
4978,1,0-20
4979,56,41-60
4980,22,21-40
4981,14,0-20
4982,61,61-80
4983,40,21-40
4984,42,41-60
4985,72,61-80
4986,12,0-20
4987,71,61-80
4988,26,21-40
4989,7,0-20
4990,6,0-20
4991,58,41-60
4992,51,41-60
4993,72,61-80
4994,18,0-20
4995,7,0-20
4996,47,41-60
4997,2,0-20
4998,62,61-80
4999,16,0-20
5000,6,0-20
5001,19,0-20
5002,69,61-80
5003,11,0-20
5004,64,61-80
5005,39,21-40
5006,15,0-20
5007,25,21-40
5008,6,0-20
5009,66,61-80
5010,61,61-80
5011,43,41-60
5012,12,0-20
5013,23,21-40
5014,71,61-80
5015,34,21-40
5016,5,0-20
5017,41,41-60
5018,72,61-80
5019,14,0-20
5020,41,41-60
5021,23,21-40
5022,71,61-80
5023,1,0-20
5024,72,61-80
5025,6,0-20
5026,23,21-40
5027,10,0-20
5028,72,61-80
5029,7,0-20
5030,6,0-20
5031,9,0-20
5032,12,0-20
5033,1,0-20
5034,48,41-60
5035,20,0-20
5036,16,0-20
5037,2,0-20
5038,10,0-20
5039,2,0-20
5040,20,0-20
5041,20,0-20
5042,19,0-20
5043,19,0-20
5044,22,21-40
5045,35,21-40
5046,1,0-20
5047,39,21-40
5048,54,41-60
5049,1,0-20
5050,66,61-80
5051,56,41-60
5052,18,0-20
5053,16,0-20
5054,68,61-80
5055,53,41-60
5056,72,61-80
5057,9,0-20
5058,30,21-40
5059,36,21-40
5060,18,0-20
5061,55,41-60
5062,39,21-40
5063,21,21-40
5064,2,0-20
5065,33,21-40
5066,44,41-60
5067,30,21-40
5068,71,61-80
5069,4,0-20
5070,35,21-40
5071,1,0-20
5072,23,21-40
5073,22,21-40
5074,49,41-60
5075,42,41-60
5076,33,21-40
5077,7,0-20
5078,67,61-80
5079,15,0-20
5080,67,61-80
5081,53,41-60
5082,21,21-40
5083,40,21-40
5084,22,21-40
5085,39,21-40
5086,45,41-60
5087,2,0-20
5088,57,41-60
5089,8,0-20
5090,7,0-20
5091,6,0-20
5092,7,0-20
5093,49,41-60
5094,65,61-80
5095,55,41-60
5096,71,61-80
5097,35,21-40
5098,3,0-20
5099,11,0-20
5100,1,0-20
5101,17,0-20
5102,72,61-80
5103,28,21-40
5104,18,0-20
5105,40,21-40
5106,52,41-60
5107,47,41-60
5108,23,21-40
5109,66,61-80
5110,8,0-20
5111,47,41-60
5112,7,0-20
5113,71,61-80
5114,50,41-60
5115,46,41-60
5116,1,0-20
5117,66,61-80
5118,42,41-60
5119,5,0-20
5120,7,0-20
5121,29,21-40
5122,27,21-40
5123,15,0-20
5124,25,21-40
5125,11,0-20
5126,57,41-60
5127,67,61-80
5128,47,41-60
5129,13,0-20
5130,8,0-20
5131,44,41-60
5132,71,61-80
5133,24,21-40
5134,15,0-20
5135,1,0-20
5136,2,0-20
5137,55,41-60
5138,71,61-80
5139,50,41-60
5140,1,0-20
5141,5,0-20
5142,66,61-80
5143,49,41-60
5144,3,0-20
5145,66,61-80
5146,11,0-20
5147,28,21-40
5148,65,61-80
5149,62,61-80
5150,2,0-20
5151,2,0-20
5152,55,41-60
5153,41,41-60
5154,17,0-20
5155,30,21-40
5156,17,0-20
5157,16,0-20
5158,72,61-80
5159,9,0-20
5160,1,0-20
5161,23,21-40
5162,8,0-20
5163,19,0-20
5164,7,0-20
5165,1,0-20
5166,61,61-80
5167,57,41-60
5168,9,0-20
5169,15,0-20
5170,1,0-20
5171,12,0-20
5172,54,41-60
5173,4,0-20
5174,7,0-20
5175,20,0-20
5176,26,21-40
5177,36,21-40
5178,53,41-60
5179,3,0-20
5180,68,61-80
5181,72,61-80
5182,12,0-20
5183,34,21-40
5184,68,61-80
5185,50,41-60
5186,1,0-20
5187,41,41-60
5188,30,21-40
5189,1,0-20
5190,29,21-40
5191,23,21-40
5192,60,41-60
5193,72,61-80
5194,22,21-40
5195,72,61-80
5196,66,61-80
5197,72,61-80
5198,47,41-60
5199,51,41-60
5200,70,61-80
5201,9,0-20
5202,59,41-60
5203,3,0-20
5204,38,21-40
5205,37,21-40
5206,37,21-40
5207,24,21-40
5208,14,0-20
5209,72,61-80
5210,53,41-60
5211,8,0-20
5212,72,61-80
5213,17,0-20
5214,2,0-20
5215,8,0-20
5216,48,41-60
5217,10,0-20
5218,0,0-20
5219,1,0-20
5220,29,21-40
5221,65,61-80
5222,8,0-20
5223,61,61-80
5224,45,41-60
5225,72,61-80
5226,12,0-20
5227,7,0-20
5228,9,0-20
5229,43,41-60
5230,58,41-60
5231,16,0-20
5232,2,0-20
5233,8,0-20
5234,40,21-40
5235,9,0-20
5236,41,41-60
5237,26,21-40
5238,33,21-40
5239,68,61-80
5240,65,61-80
5241,55,41-60
5242,20,0-20
5243,19,0-20
5244,45,41-60
5245,70,61-80
5246,2,0-20
5247,27,21-40
5248,12,0-20
5249,72,61-80
5250,12,0-20
5251,5,0-20
5252,71,61-80
5253,35,21-40
5254,70,61-80
5255,31,21-40
5256,52,41-60
5257,37,21-40
5258,69,61-80
5259,30,21-40
5260,33,21-40
5261,54,41-60
5262,59,41-60
5263,55,41-60
5264,69,61-80
5265,66,61-80
5266,37,21-40
5267,9,0-20
5268,69,61-80
5269,10,0-20
5270,40,21-40
5271,13,0-20
5272,6,0-20
5273,69,61-80
5274,66,61-80
5275,11,0-20
5276,46,41-60
5277,6,0-20
5278,56,41-60
5279,70,61-80
5280,33,21-40
5281,72,61-80
5282,3,0-20
5283,19,0-20
5284,5,0-20
5285,71,61-80
5286,8,0-20
5287,1,0-20
5288,1,0-20
5289,61,61-80
5290,71,61-80
5291,68,61-80
5292,46,41-60
5293,33,21-40
5294,53,41-60
5295,50,41-60
5296,57,41-60
5297,54,41-60
5298,60,41-60
5299,28,21-40
5300,1,0-20
5301,29,21-40
5302,10,0-20
5303,43,41-60
5304,13,0-20
5305,43,41-60
5306,19,0-20
5307,1,0-20
5308,69,61-80
5309,61,61-80
5310,43,41-60
5311,6,0-20
5312,1,0-20
5313,56,41-60
5314,70,61-80
5315,1,0-20
5316,49,41-60
5317,6,0-20
5318,32,21-40
5319,72,61-80
5320,37,21-40
5321,69,61-80
5322,26,21-40
5323,58,41-60
5324,24,21-40
5325,5,0-20
5326,15,0-20
5327,30,21-40
5328,55,41-60
5329,25,21-40
5330,10,0-20
5331,44,41-60
5332,47,41-60
5333,13,0-20
5334,49,41-60
5335,64,61-80
5336,1,0-20
5337,20,0-20
5338,37,21-40
5339,30,21-40
5340,38,21-40
5341,1,0-20
5342,37,21-40
5343,52,41-60
5344,71,61-80
5345,26,21-40
5346,66,61-80
5347,72,61-80
5348,25,21-40
5349,69,61-80
5350,53,41-60
5351,12,0-20
5352,26,21-40
5353,21,21-40
5354,1,0-20
5355,48,41-60
5356,26,21-40
5357,60,41-60
5358,18,0-20
5359,10,0-20
5360,5,0-20
5361,4,0-20
5362,65,61-80
5363,70,61-80
5364,18,0-20
5365,62,61-80
5366,66,61-80
5367,65,61-80
5368,3,0-20
5369,34,21-40
5370,16,0-20
5371,54,41-60
5372,50,41-60
5373,71,61-80
5374,10,0-20
5375,1,0-20
5376,18,0-20
5377,4,0-20
5378,58,41-60
5379,56,41-60
5380,2,0-20
5381,32,21-40
5382,56,41-60
5383,36,21-40
5384,4,0-20
5385,53,41-60
5386,10,0-20
5387,4,0-20
5388,1,0-20
5389,51,41-60
5390,12,0-20
5391,6,0-20
5392,63,61-80
5393,1,0-20
5394,48,41-60
5395,5,0-20
5396,35,21-40
5397,6,0-20
5398,2,0-20
5399,50,41-60
5400,33,21-40
5401,31,21-40
5402,9,0-20
5403,54,41-60
5404,46,41-60
5405,34,21-40
5406,71,61-80
5407,63,61-80
5408,51,41-60
5409,26,21-40
5410,64,61-80
5411,1,0-20
5412,61,61-80
5413,15,0-20
5414,64,61-80
5415,18,0-20
5416,57,41-60
5417,14,0-20
5418,18,0-20
5419,72,61-80
5420,70,61-80
5421,38,21-40
5422,68,61-80
5423,13,0-20
5424,65,61-80
5425,30,21-40
5426,51,41-60
5427,31,21-40
5428,9,0-20
5429,72,61-80
5430,10,0-20
5431,37,21-40
5432,2,0-20
5433,55,41-60
5434,33,21-40
5435,46,41-60
5436,1,0-20
5437,20,0-20
5438,9,0-20
5439,32,21-40
5440,19,0-20
5441,70,61-80
5442,61,61-80
5443,26,21-40
5444,45,41-60
5445,62,61-80
5446,1,0-20
5447,3,0-20
5448,41,41-60
5449,67,61-80
5450,1,0-20
5451,71,61-80
5452,37,21-40
5453,60,41-60
5454,1,0-20
5455,6,0-20
5456,13,0-20
5457,11,0-20
5458,7,0-20
5459,10,0-20
5460,34,21-40
5461,62,61-80
5462,64,61-80
5463,1,0-20
5464,25,21-40
5465,26,21-40
5466,10,0-20
5467,53,41-60
5468,7,0-20
5469,33,21-40
5470,71,61-80
5471,29,21-40
5472,24,21-40
5473,20,0-20
5474,1,0-20
5475,54,41-60
5476,5,0-20
5477,72,61-80
5478,52,41-60
5479,9,0-20
5480,1,0-20
5481,1,0-20
5482,33,21-40
5483,55,41-60
5484,69,61-80
5485,1,0-20
5486,54,41-60
5487,33,21-40
5488,45,41-60
5489,11,0-20
5490,6,0-20
5491,21,21-40
5492,65,61-80
5493,6,0-20
5494,8,0-20
5495,11,0-20
5496,43,41-60
5497,49,41-60
5498,1,0-20
5499,15,0-20
5500,60,41-60
5501,17,0-20
5502,16,0-20
5503,35,21-40
5504,44,41-60
5505,12,0-20
5506,1,0-20
5507,28,21-40
5508,70,61-80
5509,5,0-20
5510,18,0-20
5511,70,61-80
5512,9,0-20
5513,67,61-80
5514,1,0-20
5515,18,0-20
5516,4,0-20
5517,71,61-80
5518,30,21-40
5519,1,0-20
5520,55,41-60
5521,59,41-60
5522,1,0-20
5523,7,0-20
5524,45,41-60
5525,54,41-60
5526,51,41-60
5527,72,61-80
5528,44,41-60
5529,2,0-20
5530,66,61-80
5531,68,61-80
5532,31,21-40
5533,21,21-40
5534,21,21-40
5535,55,41-60
5536,9,0-20
5537,71,61-80
5538,1,0-20
5539,22,21-40
5540,1,0-20
5541,61,61-80
5542,67,61-80
5543,14,0-20
5544,59,41-60
5545,21,21-40
5546,4,0-20
5547,3,0-20
5548,70,61-80
5549,3,0-20
5550,21,21-40
5551,20,0-20
5552,22,21-40
5553,1,0-20
5554,63,61-80
5555,70,61-80
5556,13,0-20
5557,5,0-20
5558,72,61-80
5559,13,0-20
5560,61,61-80
5561,1,0-20
5562,56,41-60
5563,4,0-20
5564,35,21-40
5565,18,0-20
5566,72,61-80
5567,49,41-60
5568,44,41-60
5569,3,0-20
5570,37,21-40
5571,61,61-80
5572,70,61-80
5573,1,0-20
5574,41,41-60
5575,70,61-80
5576,1,0-20
5577,51,41-60
5578,42,41-60
5579,70,61-80
5580,48,41-60
5581,68,61-80
5582,48,41-60
5583,26,21-40
5584,11,0-20
5585,1,0-20
5586,27,21-40
5587,46,41-60
5588,1,0-20
5589,46,41-60
5590,25,21-40
5591,4,0-20
5592,13,0-20
5593,31,21-40
5594,23,21-40
5595,2,0-20
5596,65,61-80
5597,22,21-40
5598,55,41-60
5599,9,0-20
5600,7,0-20
5601,35,21-40
5602,6,0-20
5603,1,0-20
5604,17,0-20
5605,10,0-20
5606,15,0-20
5607,40,21-40
5608,13,0-20
5609,29,21-40
5610,3,0-20
5611,58,41-60
5612,45,41-60
5613,72,61-80
5614,68,61-80
5615,1,0-20
5616,38,21-40
5617,2,0-20
5618,11,0-20
5619,20,0-20
5620,72,61-80
5621,3,0-20
5622,23,21-40
5623,40,21-40
5624,62,61-80
5625,22,21-40
5626,11,0-20
5627,7,0-20
5628,13,0-20
5629,1,0-20
5630,39,21-40
5631,3,0-20
5632,58,41-60
5633,6,0-20
5634,1,0-20
5635,22,21-40
5636,14,0-20
5637,64,61-80
5638,1,0-20
5639,6,0-20
5640,1,0-20
5641,39,21-40
5642,20,0-20
5643,1,0-20
5644,1,0-20
5645,64,61-80
5646,1,0-20
5647,46,41-60
5648,28,21-40
5649,33,21-40
5650,39,21-40
5651,42,41-60
5652,1,0-20
5653,7,0-20
5654,70,61-80
5655,65,61-80
5656,1,0-20
5657,18,0-20
5658,24,21-40
5659,63,61-80
5660,44,41-60
5661,4,0-20
5662,1,0-20
5663,37,21-40
5664,10,0-20
5665,34,21-40
5666,35,21-40
5667,4,0-20
5668,39,21-40
5669,43,41-60
5670,17,0-20
5671,61,61-80
5672,49,41-60
5673,4,0-20
5674,64,61-80
5675,3,0-20
5676,1,0-20
5677,40,21-40
5678,1,0-20
5679,8,0-20
5680,1,0-20
5681,34,21-40
5682,1,0-20
5683,39,21-40
5684,58,41-60
5685,45,41-60
5686,6,0-20
5687,43,41-60
5688,41,41-60
5689,5,0-20
5690,72,61-80
5691,4,0-20
5692,9,0-20
5693,72,61-80
5694,33,21-40
5695,72,61-80
5696,22,21-40
5697,70,61-80
5698,21,21-40
5699,15,0-20
5700,29,21-40
5701,15,0-20
5702,71,61-80
5703,72,61-80
5704,19,0-20
5705,1,0-20
5706,1,0-20
5707,2,0-20
5708,11,0-20
5709,12,0-20
5710,70,61-80
5711,20,0-20
5712,23,21-40
5713,49,41-60
5714,4,0-20
5715,32,21-40
5716,2,0-20
5717,69,61-80
5718,6,0-20
5719,24,21-40
5720,32,21-40
5721,27,21-40
5722,27,21-40
5723,58,41-60
5724,1,0-20
5725,18,0-20
5726,47,41-60
5727,70,61-80
5728,13,0-20
5729,36,21-40
5730,67,61-80
5731,10,0-20
5732,19,0-20
5733,71,61-80
5734,72,61-80
5735,48,41-60
5736,1,0-20
5737,18,0-20
5738,1,0-20
5739,67,61-80
5740,69,61-80
5741,19,0-20
5742,72,61-80
5743,38,21-40
5744,40,21-40
5745,61,61-80
5746,10,0-20
5747,32,21-40
5748,21,21-40
5749,59,41-60
5750,13,0-20
5751,47,41-60
5752,69,61-80
5753,2,0-20
5754,22,21-40
5755,15,0-20
5756,53,41-60
5757,28,21-40
5758,22,21-40
5759,1,0-20
5760,16,0-20
5761,48,41-60
5762,30,21-40
5763,3,0-20
5764,57,41-60
5765,68,61-80
5766,23,21-40
5767,65,61-80
5768,44,41-60
5769,71,61-80
5770,37,21-40
5771,12,0-20
5772,69,61-80
5773,35,21-40
5774,5,0-20
5775,58,41-60
5776,72,61-80
5777,72,61-80
5778,1,0-20
5779,39,21-40
5780,53,41-60
5781,27,21-40
5782,1,0-20
5783,1,0-20
5784,18,0-20
5785,46,41-60
5786,72,61-80
5787,36,21-40
5788,4,0-20
5789,25,21-40
5790,40,21-40
5791,63,61-80
5792,15,0-20
5793,14,0-20
5794,72,61-80
5795,39,21-40
5796,47,41-60
5797,19,0-20
5798,5,0-20
5799,13,0-20
5800,17,0-20
5801,34,21-40
5802,42,41-60
5803,5,0-20
5804,71,61-80
5805,19,0-20
5806,2,0-20
5807,57,41-60
5808,72,61-80
5809,6,0-20
5810,17,0-20
5811,61,61-80
5812,1,0-20
5813,48,41-60
5814,16,0-20
5815,9,0-20
5816,3,0-20
5817,1,0-20
5818,65,61-80
5819,70,61-80
5820,60,41-60
5821,69,61-80
5822,35,21-40
5823,22,21-40
5824,66,61-80
5825,1,0-20
5826,1,0-20
5827,34,21-40
5828,72,61-80
5829,31,21-40
5830,30,21-40
5831,9,0-20
5832,20,0-20
5833,19,0-20
5834,65,61-80
5835,30,21-40
5836,6,0-20
5837,2,0-20
5838,53,41-60
5839,7,0-20
5840,61,61-80
5841,70,61-80
5842,13,0-20
5843,35,21-40
5844,2,0-20
5845,3,0-20
5846,3,0-20
5847,62,61-80
5848,72,61-80
5849,63,61-80
5850,20,0-20
5851,35,21-40
5852,21,21-40
5853,62,61-80
5854,15,0-20
5855,55,41-60
5856,11,0-20
5857,17,0-20
5858,61,61-80
5859,71,61-80
5860,2,0-20
5861,35,21-40
5862,17,0-20
5863,21,21-40
5864,47,41-60
5865,3,0-20
5866,3,0-20
5867,44,41-60
5868,1,0-20
5869,44,41-60
5870,5,0-20
5871,24,21-40
5872,1,0-20
5873,18,0-20
5874,10,0-20
5875,65,61-80
5876,1,0-20
5877,53,41-60
5878,3,0-20
5879,33,21-40
5880,3,0-20
5881,34,21-40
5882,14,0-20
5883,13,0-20
5884,46,41-60
5885,23,21-40
5886,47,41-60
5887,17,0-20
5888,49,41-60
5889,59,41-60
5890,69,61-80
5891,11,0-20
5892,10,0-20
5893,12,0-20
5894,45,41-60
5895,39,21-40
5896,71,61-80
5897,71,61-80
5898,33,21-40
5899,67,61-80
5900,37,21-40
5901,49,41-60
5902,9,0-20
5903,52,41-60
5904,70,61-80
5905,1,0-20
5906,14,0-20
5907,1,0-20
5908,1,0-20
5909,52,41-60
5910,6,0-20
5911,7,0-20
5912,47,41-60
5913,26,21-40
5914,25,21-40
5915,69,61-80
5916,72,61-80
5917,4,0-20
5918,59,41-60
5919,67,61-80
5920,26,21-40
5921,27,21-40
5922,72,61-80
5923,6,0-20
5924,62,61-80
5925,20,0-20
5926,6,0-20
5927,51,41-60
5928,61,61-80
5929,62,61-80
5930,72,61-80
5931,13,0-20
5932,5,0-20
5933,3,0-20
5934,26,21-40
5935,13,0-20
5936,38,21-40
5937,8,0-20
5938,34,21-40
5939,18,0-20
5940,56,41-60
5941,36,21-40
5942,9,0-20
5943,1,0-20
5944,12,0-20
5945,57,41-60
5946,42,41-60
5947,33,21-40
5948,70,61-80
5949,68,61-80
5950,1,0-20
5951,37,21-40
5952,4,0-20
5953,1,0-20
5954,20,0-20
5955,72,61-80
5956,31,21-40
5957,18,0-20
5958,11,0-20
5959,33,21-40
5960,62,61-80
5961,1,0-20
5962,16,0-20
5963,22,21-40
5964,49,41-60
5965,36,21-40
5966,42,41-60
5967,4,0-20
5968,12,0-20
5969,31,21-40
5970,5,0-20
5971,66,61-80
5972,15,0-20
5973,64,61-80
5974,10,0-20
5975,7,0-20
5976,29,21-40
5977,57,41-60
5978,46,41-60
5979,53,41-60
5980,17,0-20
5981,38,21-40
5982,15,0-20
5983,22,21-40
5984,14,0-20
5985,57,41-60
5986,11,0-20
5987,1,0-20
5988,12,0-20
5989,3,0-20
5990,36,21-40
5991,16,0-20
5992,65,61-80
5993,2,0-20
5994,42,41-60
5995,72,61-80
5996,62,61-80
5997,6,0-20
5998,48,41-60
5999,35,21-40
6000,52,41-60
6001,1,0-20
6002,6,0-20
6003,71,61-80
6004,67,61-80
6005,60,41-60
6006,23,21-40
6007,39,21-40
6008,15,0-20
6009,53,41-60
6010,24,21-40
6011,37,21-40
6012,5,0-20
6013,50,41-60
6014,54,41-60
6015,3,0-20
6016,68,61-80
6017,5,0-20
6018,33,21-40
6019,41,41-60
6020,34,21-40
6021,13,0-20
6022,20,0-20
6023,51,41-60
6024,3,0-20
6025,41,41-60
6026,13,0-20
6027,35,21-40
6028,12,0-20
6029,4,0-20
6030,43,41-60
6031,12,0-20
6032,68,61-80
6033,25,21-40
6034,7,0-20
6035,66,61-80
6036,53,41-60
6037,63,61-80
6038,70,61-80
6039,27,21-40
6040,1,0-20
6041,5,0-20
6042,37,21-40
6043,3,0-20
6044,12,0-20
6045,38,21-40
6046,9,0-20
6047,13,0-20
6048,29,21-40
6049,47,41-60
6050,61,61-80
6051,16,0-20
6052,41,41-60
6053,43,41-60
6054,36,21-40
6055,6,0-20
6056,58,41-60
6057,19,0-20
6058,11,0-20
6059,39,21-40
6060,8,0-20
6061,26,21-40
6062,53,41-60
6063,70,61-80
6064,1,0-20
6065,59,41-60
6066,2,0-20
6067,7,0-20
6068,12,0-20
6069,59,41-60
6070,61,61-80
6071,72,61-80
6072,13,0-20
6073,64,61-80
6074,1,0-20
6075,10,0-20
6076,65,61-80
6077,62,61-80
6078,55,41-60
6079,25,21-40
6080,1,0-20
6081,1,0-20
6082,59,41-60
6083,64,61-80
6084,36,21-40
6085,3,0-20
6086,61,61-80
6087,26,21-40
6088,1,0-20
6089,1,0-20
6090,68,61-80
6091,2,0-20
6092,72,61-80
6093,71,61-80
6094,57,41-60
6095,4,0-20
6096,1,0-20
6097,72,61-80
6098,21,21-40
6099,71,61-80
6100,29,21-40
6101,69,61-80
6102,64,61-80
6103,16,0-20
6104,4,0-20
6105,52,41-60
6106,2,0-20
6107,1,0-20
6108,18,0-20
6109,2,0-20
6110,19,0-20
6111,40,21-40
6112,66,61-80
6113,21,21-40
6114,8,0-20
6115,72,61-80
6116,48,41-60
6117,69,61-80
6118,72,61-80
6119,14,0-20
6120,6,0-20
6121,8,0-20
6122,17,0-20
6123,65,61-80
6124,57,41-60
6125,13,0-20
6126,19,0-20
6127,56,41-60
6128,14,0-20
6129,52,41-60
6130,58,41-60
6131,47,41-60
6132,67,61-80
6133,2,0-20
6134,6,0-20
6135,71,61-80
6136,46,41-60
6137,5,0-20
6138,67,61-80
6139,3,0-20
6140,3,0-20
6141,52,41-60
6142,42,41-60
6143,50,41-60
6144,23,21-40
6145,67,61-80
6146,25,21-40
6147,39,21-40
6148,69,61-80
6149,1,0-20
6150,32,21-40
6151,9,0-20
6152,16,0-20
6153,60,41-60
6154,72,61-80
6155,5,0-20
6156,26,21-40
6157,3,0-20
6158,2,0-20
6159,2,0-20
6160,36,21-40
6161,7,0-20
6162,60,41-60
6163,19,0-20
6164,45,41-60
6165,4,0-20
6166,31,21-40
6167,47,41-60
6168,1,0-20
6169,1,0-20
6170,1,0-20
6171,59,41-60
6172,10,0-20
6173,35,21-40
6174,4,0-20
6175,32,21-40
6176,43,41-60
6177,4,0-20
6178,54,41-60
6179,11,0-20
6180,66,61-80
6181,61,61-80
6182,72,61-80
6183,44,41-60
6184,41,41-60
6185,50,41-60
6186,47,41-60
6187,8,0-20
6188,18,0-20
6189,72,61-80
6190,1,0-20
6191,42,41-60
6192,18,0-20
6193,13,0-20
6194,68,61-80
6195,4,0-20
6196,69,61-80
6197,17,0-20
6198,25,21-40
6199,43,41-60
6200,59,41-60
6201,5,0-20
6202,21,21-40
6203,69,61-80
6204,13,0-20
6205,42,41-60
6206,52,41-60
6207,46,41-60
6208,61,61-80
6209,29,21-40
6210,25,21-40
6211,5,0-20
6212,15,0-20
6213,19,0-20
6214,44,41-60
6215,6,0-20
6216,58,41-60
6217,62,61-80
6218,70,61-80
6219,1,0-20
6220,10,0-20
6221,26,21-40
6222,66,61-80
6223,7,0-20
6224,51,41-60
6225,72,61-80
6226,65,61-80
6227,2,0-20
6228,70,61-80
6229,72,61-80
6230,1,0-20
6231,1,0-20
6232,5,0-20
6233,3,0-20
6234,58,41-60
6235,22,21-40
6236,33,21-40
6237,1,0-20
6238,54,41-60
6239,72,61-80
6240,1,0-20
6241,3,0-20
6242,72,61-80
6243,72,61-80
6244,54,41-60
6245,59,41-60
6246,54,41-60
6247,60,41-60
6248,60,41-60
6249,3,0-20
6250,69,61-80
6251,1,0-20
6252,50,41-60
6253,56,41-60
6254,60,41-60
6255,69,61-80
6256,1,0-20
6257,1,0-20
6258,3,0-20
6259,60,41-60
6260,13,0-20
6261,62,61-80
6262,45,41-60
6263,25,21-40
6264,44,41-60
6265,2,0-20
6266,33,21-40
6267,1,0-20
6268,22,21-40
6269,35,21-40
6270,29,21-40
6271,27,21-40
6272,54,41-60
6273,2,0-20
6274,57,41-60
6275,62,61-80
6276,15,0-20
6277,2,0-20
6278,70,61-80
6279,21,21-40
6280,23,21-40
6281,6,0-20
6282,4,0-20
6283,3,0-20
6284,23,21-40
6285,26,21-40
6286,8,0-20
6287,26,21-40
6288,2,0-20
6289,67,61-80
6290,71,61-80
6291,59,41-60
6292,39,21-40
6293,21,21-40
6294,1,0-20
6295,48,41-60
6296,31,21-40
6297,64,61-80
6298,46,41-60
6299,52,41-60
6300,67,61-80
6301,67,61-80
6302,5,0-20
6303,71,61-80
6304,9,0-20
6305,26,21-40
6306,71,61-80
6307,32,21-40
6308,2,0-20
6309,71,61-80
6310,60,41-60
6311,55,41-60
6312,54,41-60
6313,2,0-20
6314,6,0-20
6315,48,41-60
6316,63,61-80
6317,1,0-20
6318,12,0-20
6319,54,41-60
6320,30,21-40
6321,30,21-40
6322,4,0-20
6323,40,21-40
6324,9,0-20
6325,17,0-20
